order_id,customer_id,order_date,ship_date,delivery_date,customer_name,customer_segment,customer_country,customer_city,customer_region,order_status,total_items,unique_products,subtotal,discount_amount,shipping_cost,tax_amount,total_order_value,profit,shipping_method,delivery_status,payment_method,payment_status,sales_channel,customer_acquisition_channel,campaign
ORD1000127,CUST106568,2025-06-25,2025-06-25,2025-06-29,jennifer lee,corporate,united kingdom,birmingham,europe,delivered,3,2,142.66,0.0,5.960000000000008,28.53,177.15,68.4,standard,on time,credit card,paid,website,social media,
ORD1000128,CUST110123,2025-01-24,2025-01-25,2025-02-01,katie lewis,corporate,united states,los angeles,north america,delivered,4,4,77.73,0.0,3.43,5.44,86.6,25.31,economy,on time,credit card,paid,mobile app,direct,
ORD1000129,CUST124322,2025-08-18,2025-08-19,2025-08-21,amy kelly,corporate,united kingdom,london,europe,delivered,4,3,114.56,29.04,0.0,17.1,102.62,3.3,express,on time,credit card,paid,website,social media,
ORD1000130,CUST125779,2024-06-26,2024-06-28,2024-07-01,david bruce,corporate,united states,los angeles,north america,delivered,3,3,53.68,8.75,7.79,3.15,55.87,7.9,standard,on time,paypal,paid,website,referral,
ORD1000131,CUST124054,2025-09-19,2025-09-19,2025-09-19,james baldwin,consumer,canada,toronto,north america,delivered,2,2,37.63,0.0,26.38,4.89,68.9,12.63,same-day,delayed,credit card,paid,website,organic search,
ORD1000132,CUST106261,2025-07-15,2025-07-15,2025-07-17,stephen watkins,consumer,united kingdom,london,europe,delivered,2,2,47.22,0.0,13.53,9.44,70.19,22.51,express,on time,credit card,paid,marketplace,organic search,
ORD1000133,CUST120452,2026-03-03,2026-03-03,,mallory wilkins,consumer,germany,hamburg,europe,shipped,2,2,24.1,0.0,7.04,4.58,35.72,7.78,standard,in transit,paypal,paid,mobile app,organic search,
ORD1000135,CUST113972,2024-04-08,2024-04-08,2024-04-10,james torres,consumer,united states,unknown,north america,delivered,6,6,589.74,37.01,17.54,38.69,608.96,165.51,express,on time,debit card,paid,website,organic search,
ORD1000136,CUST113503,2025-02-14,2025-02-15,2025-02-17,keith mata,consumer,united kingdom,manchester,europe,delivered,1,1,35.89,0.0,14.97,7.18,58.04,13.98,express,on time,bank transfer,paid,marketplace,email marketing,blackfriday24
ORD1000137,CUST102236,2025-12-18,2025-12-19,2025-12-21,annette pineda,corporate,united kingdom,manchester,europe,delivered,2,2,62.99,6.47,6.55,11.3,74.37,22.17,standard,on time,paypal,paid,website,social media,
ORD1000138,CUST128001,2024-05-21,2024-05-22,2024-05-28,rachel kaufman,corporate,united states,houston,north america,delivered,1,1,16.98,0.0,3.89,1.19,22.06,7.02,economy,on time,paypal,paid,mobile app,organic search,
ORD1000139,CUST131115,2026-01-25,2026-01-27,2026-01-29,bryce daniels,consumer,united states,new york,north america,delivered,2,2,171.56,0.0,0.0,12.01,183.57,52.4,standard,on time,bank transfer,paid,website,direct,
ORD1000140,CUST111008,2024-07-26,2024-07-28,2024-07-31,michael peterson,consumer,germany,berlin,europe,delivered,2,2,30.08,6.23,6.79,4.53,35.17,6.16,standard,on time,credit card,paid,website,email marketing,
ORD1000141,CUST127513,2026-08-24,2026-08-26,2026-08-31,shawn hernandez,consumer,united states,unknown,north america,delivered,6,5,99.6,0.0,5.03,6.97,111.6,33.09,standard,on time,credit card,paid,website,paid ads,
ORD1000142,CUST122177,2024-06-04,2024-06-04,2024-06-09,carolyn fields,consumer,united states,houston,north america,delivered,3,3,44.44,7.87,6.32,2.56,45.45,5.42,standard,on time,gift card,paid,website,social media,
ORD1000144,CUST125835,2024-03-02,2024-03-02,2024-03-04,jose mcmahon,consumer,united states,chicago,north america,delivered,3,3,277.97,0.0,5.29,19.46,302.72,91.52,standard,on time,credit card,paid,mobile app,email marketing,
ORD1000145,CUST106973,2026-01-23,2026-01-23,2026-01-25,joseph dean,small business,united states,houston,north america,delivered,3,1,97.07,23.32,6.3,5.16,85.21,3.91,standard,on time,credit card,paid,marketplace,email marketing,
ORD1000146,CUST110489,2024-05-28,2024-05-30,2024-06-01,thomas hodges,consumer,united states,new york,north america,delivered,4,2,120.84,0.0,7.1,8.46,136.4,40.54,standard,on time,credit card,paid,website,paid ads,blackfriday24
ORD1000147,CUST106421,2026-04-15,,,pamela velez,consumer,germany,berlin,europe,processing,4,4,102.63,0.0,5.8,19.5,127.93,32.88,standard,not shipped,credit card,paid,marketplace,referral,
ORD1000148,CUST112887,2024-03-27,2024-03-28,2024-04-02,gregory carney,small business,united states,houston,north america,delivered,4,4,27.34,7.54,6.02,1.39,27.21,2.73,standard,on time,credit card,paid,mobile app,social media,
ORD1000149,CUST100185,2025-09-15,2025-09-17,,jordan garner,small business,united states,chicago,north america,shipped,2,2,83.93,10.84,5.47,5.12,83.68,23.83,standard,in transit,debit card,pending,marketplace,paid ads,
ORD1000150,CUST107000,2025-09-08,,,brian swanson,small business,united states,los angeles,north america,cancelled,2,2,81.51,0.0,6.09,5.71,93.31,35.5,standard,not shipped,paypal,refunded,mobile app,referral,
ORD1000151,CUST112654,2026-04-30,2026-04-30,2026-05-04,linda keller,corporate,united states,houston,north america,delivered,8,7,418.4,30.18,6.31,27.18,421.71,166.35,standard,on time,paypal,paid,website,organic search,
ORD1000152,CUST129239,2025-03-30,2025-04-01,2025-04-06,anthony morse,small business,united kingdom,manchester,europe,delivered,3,2,44.46,8.14,6.66,7.26,50.24,6.39,standard,on time,credit card,paid,social media,referral,
ORD1000153,CUST115469,2025-05-19,2025-05-21,2025-05-26,samuel oconnor,consumer,united states,los angeles,north america,delivered,3,3,132.12,0.0,6.2,9.25,147.57,37.01,standard,on time,paypal,pending,website,direct,
ORD1000154,CUST100806,2024-09-25,2024-09-26,2024-09-29,hannah williams,consumer,germany,hamburg,europe,delivered,4,4,577.38,0.0,5.96,109.7,693.04,262.31,standard,on time,debit card,paid,mobile app,paid ads,
ORD1000155,CUST111494,2026-01-26,,,susan riddle,small business,united states,new york,north america,cancelled,3,3,79.93,0.0,5.81,5.6,91.34,25.36,standard,not shipped,credit card,refunded,marketplace,paid ads,
ORD1000156,CUST125138,2026-02-11,2026-02-12,2026-02-14,robert patrick,consumer,germany,hamburg,europe,delivered,3,3,56.09,0.0,16.99,10.66,83.74,16.14,express,on time,credit card,paid,website,direct,
ORD1000157,CUST109953,2024-04-11,2024-04-11,2024-04-14,courtney cunningham,consumer,canada,montreal,north america,delivered,4,3,134.79,0.0,0.0,17.52,152.31,60.84,standard,on time,gift card,paid,website,email marketing,
ORD1000158,CUST106330,2024-03-03,,,david higgins,corporate,canada,toronto,north america,cancelled,4,4,40.34,8.78,5.39,4.1,41.05,3.9,standard,not shipped,credit card,failed,website,direct,
ORD1000159,CUST124765,2025-03-03,2025-03-05,2025-03-07,jorge baker,consumer,germany,hamburg,europe,delivered,5,4,66.83,15.31,5.07,9.79,66.38,15.46,standard,on time,credit card,paid,marketplace,organic search,
ORD1000160,CUST121069,2024-02-21,2024-02-21,2024-02-25,cynthia webster,consumer,united states,chicago,north america,delivered,6,5,179.55,0.0,0.0,12.57,192.12,61.8,standard,delayed,paypal,paid,marketplace,direct,
ORD1000161,CUST120876,2025-03-19,2025-03-21,2025-03-24,mr. jeffrey moreno dvm,consumer,united states,houston,north america,delivered,5,4,200.29,36.59,7.15,11.46,182.31,48.36,standard,delayed,gift card,paid,marketplace,paid ads,
ORD1000162,CUST101051,2025-05-27,,,jason moore,consumer,australia,melbourne,oceania,cancelled,7,6,226.11,46.82,7.86,17.93,205.08,46.68,standard,not shipped,paypal,refunded,website,referral,
ORD1000163,CUST128533,2025-11-30,2025-12-02,2025-12-07,michael cortez,consumer,united states,new york,north america,delivered,2,2,63.18,0.0,5.52,4.42,73.12,20.44,standard,on time,debit card,paid,website,paid ads,summer_sale24
ORD1000164,CUST110441,2025-11-07,,,dr. samantha cummings,consumer,canada,toronto,north america,processing,2,2,103.51,17.97,5.51,11.12,102.17,33.57,standard,not shipped,paypal,pending,website,paid ads,
ORD1000165,CUST131004,2025-02-16,2025-02-17,2025-02-21,emily salinas,consumer,united kingdom,london,europe,delivered,2,2,50.08,2.96,3.17,9.42,59.71,11.99,economy,on time,credit card,paid,marketplace,organic search,
ORD1000166,CUST107533,2024-09-14,2024-09-14,2024-09-15,gloria willis,corporate,united kingdom,manchester,europe,delivered,5,5,271.32,0.0,14.68,54.26,340.26,121.41,express,on time,credit card,paid,social media,referral,
ORD1000167,CUST126930,2026-05-23,2026-05-23,2026-05-23,james palmer,consumer,united states,houston,north america,delivered,3,2,56.31,6.32,25.770000000000003,3.5,79.26,13.16,same-day,on time,paypal,paid,mobile app,social media,
ORD1000168,CUST124995,2026-02-01,2026-02-02,2026-02-03,joseph pacheco,consumer,germany,berlin,europe,delivered,2,2,49.51,0.0,17.57,9.41,76.49,20.57,express,on time,credit card,paid,website,email marketing,
ORD1000169,CUST120262,2024-01-30,2024-01-31,2024-02-02,brett andrews,consumer,united kingdom,manchester,europe,delivered,3,3,84.55,19.72,17.87,12.97,95.67,7.1,express,on time,gift card,paid,website,referral,
ORD1000170,CUST128992,2024-08-16,2024-08-17,2024-08-24,stacy smith,consumer,united kingdom,london,europe,delivered,1,1,22.96,0.0,3.79,4.59,31.34,9.56,economy,on time,debit card,paid,mobile app,social media,
ORD1000171,CUST107370,2025-01-16,2025-01-17,2025-01-25,john cherry,consumer,united states,houston,north america,delivered,3,3,49.81,5.21,3.73,3.12,51.45,18.49,economy,on time,debit card,paid,website,organic search,
ORD1000172,CUST118069,2024-08-04,2024-08-05,2024-08-07,jenna dunn,corporate,united states,chicago,north america,delivered,3,3,93.81,0.0,13.13,6.57,113.51,37.58,express,on time,bank transfer,pending,website,social media,blackfriday24
ORD1000173,CUST103086,2024-07-23,2024-07-24,2024-07-30,barbara benitez,consumer,united states,houston,north america,delivered,5,3,115.62,0.0,4.48,8.09,128.19,42.06,economy,on time,credit card,paid,mobile app,social media,
ORD1000174,CUST101754,2025-05-01,,,reginald jensen,consumer,united states,new york,north america,cancelled,5,4,207.09,0.0,0.0,14.5,221.59,80.34,standard,not shipped,credit card,failed,website,organic search,
ORD1000175,CUST116667,2025-03-20,,,jessica sanchez,consumer,united states,houston,north america,cancelled,5,4,126.88,35.44,0.0,6.4,97.84,15.88,standard,not shipped,paypal,refunded,website,social media,
ORD1000176,CUST105432,2025-11-18,2025-11-18,2025-11-20,christopher king,consumer,canada,vancouver,north america,delivered,4,3,196.45,0.0,0.0,25.54,221.99,83.74,standard,delayed,paypal,paid,website,social media,loyalty_rewards
ORD1000177,CUST116172,2024-11-08,2024-11-09,2024-11-17,stephanie wood,consumer,united states,chicago,north america,delivered,7,4,300.21,63.5,0.0,16.57,253.28,53.51,economy,on time,paypal,paid,website,direct,
ORD1000178,CUST130826,2026-06-15,2026-06-17,2026-06-21,walter davidson,consumer,united states,los angeles,north america,delivered,2,2,43.33,0.0,6.57,3.03,52.93,21.03,standard,on time,credit card,paid,website,paid ads,blackfriday25
ORD1000179,CUST122607,2024-01-22,2024-01-23,2024-01-28,ashley george,consumer,united states,houston,north america,delivered,2,2,104.89,5.35,0.0,6.97,106.51,37.08,standard,on time,credit card,pending,website,email marketing,loyalty_rewards
ORD1000180,CUST123379,2025-10-11,2025-10-12,,donna west,corporate,germany,berlin,europe,shipped,7,7,38.72,2.78,7.45,6.83,50.22,14.25,standard,in transit,debit card,paid,website,organic search,
ORD1000181,CUST102347,2024-01-16,2024-01-16,2024-01-21,anthony cook,consumer,united kingdom,birmingham,europe,delivered,2,2,98.49,25.12,7.97,14.67,96.01,17.01,standard,on time,debit card,paid,website,email marketing,
ORD1000182,CUST103785,2025-07-09,,,angela foster,consumer,united states,los angeles,north america,processing,2,2,49.32,0.0,24.8,3.45,77.57,17.29,same-day,not shipped,paypal,paid,mobile app,paid ads,loyalty_rewards
ORD1000183,CUST121246,2024-04-12,2024-04-13,2024-04-17,dana turner,consumer,united states,houston,north america,delivered,2,2,187.44,0.0,0.0,13.12,200.56,54.03,standard,on time,credit card,paid,marketplace,email marketing,
ORD1000184,CUST110211,2024-01-23,2024-01-23,,sheena brown,corporate,united states,houston,north america,shipped,4,3,147.02,0.0,0.0,10.29,157.31,63.64,standard,in transit,paypal,paid,mobile app,paid ads,summer_sale24
ORD1000185,CUST124125,2025-05-11,,,daniel oconnor,consumer,canada,montreal,north america,processing,4,4,86.29,21.41,17.94,8.43,91.25,4.46,express,not shipped,credit card,pending,website,direct,
ORD1000186,CUST126461,2026-05-26,2026-05-28,2026-06-01,jacob garcia,consumer,united kingdom,manchester,europe,delivered,1,1,17.04,0.0,7.32,3.41,27.77,5.39,standard,on time,paypal,paid,mobile app,paid ads,blackfriday25
ORD1000187,CUST118204,2024-08-19,2024-08-21,2024-08-26,stephanie lane,consumer,united kingdom,birmingham,europe,delivered,3,2,42.74,0.0,6.08,8.55,57.37,20.18,standard,on time,bank transfer,paid,website,organic search,
ORD1000188,CUST118786,2025-10-20,2025-10-20,2025-10-21,eric murray,consumer,united states,chicago,north america,delivered,2,2,52.42,3.87,25.26,3.4,77.21,11.59,same-day,on time,credit card,paid,website,organic search,
ORD1000189,CUST100900,2024-05-02,2024-05-05,2024-05-11,courtney smith,consumer,united states,new york,north america,returned,4,3,107.25,0.0,0.0,7.51,114.76,44.84,economy,returned,credit card,refunded,website,referral,
ORD1000190,CUST109264,2024-04-22,2024-04-22,2024-04-24,kimberly vance,consumer,united kingdom,manchester,europe,delivered,3,3,91.69,20.03,13.81,14.33,99.8,16.8,express,on time,gift card,pending,website,paid ads,
ORD1000191,CUST100694,2024-04-07,2024-04-08,2024-04-10,morgan benitez,consumer,united states,houston,north america,delivered,5,5,153.45,26.34,14.23,8.9,150.24,39.42,express,on time,credit card,paid,website,email marketing,
ORD1000192,CUST105582,2024-04-26,2024-04-26,2024-05-02,karen hernandez,consumer,united states,chicago,north america,delivered,5,3,156.99,31.82,4.53,8.76,138.46,16.96,economy,on time,debit card,paid,marketplace,direct,
ORD1000193,CUST116372,2024-03-15,2024-03-16,2024-03-19,jeffrey anderson,consumer,germany,munich,europe,delivered,1,1,29.21,3.41,6.559999999999997,4.9,37.26,7.53,standard,on time,credit card,pending,website,paid ads,
ORD1000194,CUST127142,2026-08-17,2026-08-18,2026-08-22,eric ross,consumer,united states,new york,north america,delivered,3,3,73.25,0.0,5.01,5.13,83.39,33.99,standard,on time,bank transfer,paid,website,email marketing,blackfriday25
ORD1000195,CUST103597,2024-05-29,2024-05-30,2024-06-02,victoria herman dvm,consumer,united states,los angeles,north america,delivered,2,2,99.66,0.0,6.05,6.98,112.69,31.52,standard,on time,paypal,paid,social media,email marketing,blackfriday25
ORD1000196,CUST111804,2025-02-12,2025-02-12,2025-02-14,austin edwards,small business,canada,toronto,north america,delivered,3,2,144.69,0.0,12.13,18.81,175.63,61.69,express,on time,credit card,paid,website,paid ads,
ORD1000198,CUST101493,2024-09-03,2024-09-04,2024-09-09,ronald ward,consumer,united kingdom,london,europe,delivered,2,2,25.03,0.0,5.15,5.01,35.19,7.67,standard,delayed,credit card,paid,marketplace,email marketing,loyalty_rewards
ORD1000199,CUST119546,2026-05-05,2026-05-05,2026-05-07,jessica rogers,consumer,germany,hamburg,europe,delivered,7,5,195.56,15.72,0.0,34.17,214.01,56.91,express,on time,debit card,paid,mobile app,email marketing,spring_launch25
ORD1000200,CUST106439,2024-07-17,2024-07-17,2024-07-18,jeremy miller,consumer,united states,new york,north america,delivered,4,2,108.88,0.0,0.0,7.62,116.5,48.4,express,on time,credit card,paid,mobile app,social media,
ORD1000201,CUST112943,2026-06-06,2026-06-07,2026-06-09,michael patrick,consumer,germany,hamburg,europe,delivered,1,1,35.02,0.0,14.89,6.65,56.56,15.73,express,on time,paypal,paid,mobile app,email marketing,
ORD1000202,CUST114403,2026-08-12,,,renee mitchell,consumer,united states,houston,north america,processing,8,6,313.98,0.0,6.98,21.98,342.94,146.73,standard,not shipped,paypal,pending,website,referral,
ORD1000203,CUST116426,2024-05-06,2024-05-06,2024-05-08,ashley johnson,consumer,united states,new york,north america,returned,2,2,73.56,0.0,7.07,5.15,85.78,34.82,standard,returned,paypal,refunded,website,paid ads,
ORD1000204,CUST104038,2025-12-31,,,tina phillips,consumer,germany,munich,europe,cancelled,4,2,98.16,10.73,7.39,16.61,111.43,34.61,standard,not shipped,paypal,refunded,marketplace,paid ads,summer_sale24
ORD1000205,CUST118848,2026-05-09,2026-05-09,2026-05-11,travis jimenez,consumer,united states,los angeles,north america,delivered,4,2,64.73,14.44,6.53,3.52,60.34,16.99,standard,on time,credit card,pending,website,social media,winter_clearout
ORD1000206,CUST114820,2025-04-03,2025-04-05,2025-04-09,jennifer harris,consumer,united states,new york,north america,delivered,3,3,61.63,0.0,6.28,4.31,72.22,22.77,standard,on time,gift card,paid,website,referral,
ORD1000207,CUST123779,2024-09-05,2024-09-07,2024-09-09,susan reed,corporate,germany,hamburg,europe,delivered,5,4,105.14,0.0,0.0,19.98,125.12,46.23,standard,on time,credit card,paid,website,referral,
ORD1000208,CUST107901,2024-03-21,2024-03-23,2024-03-26,christina nguyen,consumer,canada,vancouver,north america,delivered,4,3,242.47,0.0,5.35,31.52,279.34,74.86,standard,delayed,credit card,paid,marketplace,paid ads,
ORD1000209,CUST127919,2026-05-14,2026-05-15,2026-05-20,keith clark,consumer,united states,new york,north america,returned,4,4,180.52,51.48,0.0,9.03,138.07,12.81,standard,returned,credit card,refunded,website,organic search,
